Player,,,PA,R_prod,WAR/pos,dWAR,oWAR,WPA,BtRuns,Year,Age,Tm,Lg,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
MattKemp,,kempma01,62,8,-0.6,-0.4,-7,-0.9,-0.464,2019,34,CIN,NL,20,60,4,12,2,0,1,5,1,0,19,0,0,1,2,0,0,0.2,0.21,0.283,0.493,*7/H
MilesMikolas,,mikolmi01,62,3,-0.1,0,-11,-0.1,-0.728,2019,30,STL,NL,31,59,1,8,1,0,0,2,0,0,27,0,3,0,0,0,0,0.136,0.136,0.153,0.288,*1
KentaMaeda,,maedake01,61,9,0.5,0,-4,0.5,-0.277,2019,31,LAD,NL,38,48,3,12,2,0,0,6,0,0,13,0,13,0,0,0,0,0.25,0.25,0.292,0.542,*1/H
StevenMatz,,matzst01,61,4,0.4,0,-5,0.3,-0.844,2019,28,NYM,NL,35,57,4,13,0,0,1,1,0,0,17,0,4,0,0,0,0,0.228,0.228,0.281,0.509,*1/H
JoeMusgrove,,musgrjo01,61,11,0,0,-7,0,-0.638,2019,26,PIT,NL,44,51,8,8,2,1,0,3,2,0,19,0,8,0,1,0,0,0.157,0.189,0.235,0.424,*1H
SheldonNeuse,,neusesh01,61,10,-0.1,0.4,-3,0.2,-0.272,2019,24,OAK,AL,25,56,3,14,3,0,0,7,4,0,19,0,0,1,2,0,0,0.25,0.295,0.304,0.599,*4/5D
MaxScherzer,,scherma01,61,8,0,0,-9,0,-0.725,2019,34,WSN,NL,28,55,6,10,0,0,0,2,0,0,27,0,6,0,1,2,0,0.182,0.182,0.182,0.364,*1/H
BradenBishop,,bishobr01,60,7,-0.8,0.4,-10,-0.4,-0.629,2019,25,SEA,AL,27,56,3,6,0,0,0,4,3,0,21,0,1,0,0,0,0,0.107,0.153,0.107,0.26,*8/7H9D
SonnyGray,,grayso01,60,6,0,0,-7,0,-0.656,2019,29,CIN,NL,32,46,3,7,0,1,0,3,2,0,19,0,12,0,0,0,0,0.152,0.188,0.196,0.383,*1/H
MerrillKelly,,kellyme01,60,5,-0.6,0,-14,-0.6,-1.378,2019,30,ARI,NL,30,52,3,1,0,0,0,2,2,0,25,0,6,0,2,0,0,0.019,0.056,0.019,0.075,*1
SeanMurphy,,murphse01,60,18,0.6,0.1,3,0.6,-0.396,2019,24,OAK,AL,20,53,14,13,5,0,4,8,6,0,16,1,0,0,3,0,0,0.245,0.333,0.566,0.899,*2/HD
RobbieRay,,rayro02,60,4,-0.5,0,-13,-0.6,-1.208,2019,27,ARI,NL,31,55,1,4,0,0,0,3,0,0,28,0,5,0,2,0,0,0.073,0.073,0.073,0.145,*1/H
JulioTeheran,,teherju01,60,5,-0.3,0,-12,-0.3,-1.009,2019,28,ATL,NL,33,55,1,6,1,0,0,4,0,0,24,0,4,1,0,0,0,0.109,0.107,0.127,0.234,*1/H
JonGray,,grayjo02,59,2,-0.5,0,-12,-0.5,-1.355,2019,27,COL,NL,27,47,1,3,0,0,0,1,3,0,22,0,9,0,2,0,0,0.064,0.12,0.064,0.184,*1/H
DakotaHudson,,hudsoda02,59,3,-0.3,0,-12,-0.3,-0.722,2019,24,STL,NL,30,51,1,4,0,0,0,2,0,0,24,1,7,0,1,0,0,0.078,0.096,0.078,0.175,*1
AdamWainwright,,wainwad01,59,8,0.3,0,-7,0.3,-0.583,2019,37,STL,NL,29,50,6,8,3,0,0,2,2,0,20,0,6,1,0,0,0,0.16,0.189,0.22,0.409,*1
FranklinBarreto,,barrefr02,58,9,-0.3,0.1,-8,-0.3,-0.499,2019,23,OAK,AL,23,57,6,7,2,0,2,5,1,0,23,0,0,0,0,1,0,0.123,0.138,0.263,0.401,*4/6H
TerranceGore,,gorete01,58,14,-0.1,0.2,-1,0.1,0.231,2019,28,KCR,AL,37,51,13,14,2,1,0,1,6,0,18,1,0,0,0,13,5,0.275,0.362,0.353,0.715,H9/78D
AndrewKnizner,,kniznan01,58,12,0.2,0.1,-2,0.2,0.046,2019,24,STL,NL,18,53,7,12,2,0,2,7,4,0,14,1,0,0,3,2,0,0.226,0.293,0.377,0.67,*2/H3
GermanMarquez,,marquge01,58,16,0.3,0,-5,0.3,-0.273,2019,24,COL,NL,25,48,5,11,4,1,0,11,0,0,14,0,10,0,1,0,0,0.229,0.229,0.354,0.583,*1/H
ChristianArroyo,,arroych01,57,13,0.1,0.1,-1,0.1,-0.323,2019,24,TBR,AL,16,50,8,11,2,0,2,7,5,0,18,1,1,0,0,0,0,0.22,0.304,0.38,0.684,*5/H4
AnthonyDeSclafani,,desclan01,57,1,-0.3,0,-12,-0.3,-1.001,2019,29,CIN,NL,30,55,0,6,0,0,0,1,0,0,28,0,2,0,0,0,0,0.109,0.109,0.109,0.218,*1
GorkysHernandez,,hernago01,57,7,-0.5,0,-6,-0.5,-0.389,2019,31,BOS,AL,20,49,5,7,1,2,0,2,5,0,14,0,2,1,0,1,0,0.143,0.218,0.245,0.463,/97H8D
KyleHigashioka,,higasky01,57,16,0,0.1,-2,0,-0.527,2019,29,NYY,AL,18,56,8,12,5,0,3,11,0,0,26,0,0,1,1,0,0,0.214,0.211,0.464,0.675,*2
HanleyRamirez,,ramirha01,57,10,-0.2,-0.1,-3,-0.2,0.159,2019,35,CLE,AL,16,49,4,9,1,0,2,8,8,0,17,0,0,0,2,0,0,0.184,0.298,0.327,0.625,*D/H
JBShuck,,shuckja01,57,6,-0.1,0.1,-2,0.1,0.325,2019,32,PIT,NL,27,47,4,10,0,1,0,2,8,0,10,1,1,0,0,1,1,0.213,0.339,0.255,0.595,H9/781D
AnthonyBemboom,,bemboan01,56,5,-0.5,0.2,-8,-0.5,-0.459,2019,29,TOT,AL,25,54,2,7,1,0,1,4,1,0,21,0,1,0,0,0,0,0.13,0.145,0.204,0.349,*2
JoshFuentes,,fuentjo01,56,12,-0.2,0,-5,-0.1,-0.574,2019,26,COL,NL,24,55,8,12,1,0,3,7,1,0,20,0,0,0,0,1,0,0.218,0.232,0.4,0.632,*H3/5
ZackGreinke,,greinza01,56,12,0.8,0,1,0.8,0.138,2019,35,TOT,ML,25,50,7,14,4,1,3,8,2,0,12,0,4,0,2,1,1,0.28,0.308,0.58,0.888,*1/H
EdwinRios,,riosed01,56,14,0.5,-0.1,4,0.5,-0.334,2019,25,LAD,NL,28,47,10,13,2,1,4,8,9,0,21,0,0,0,1,0,0,0.277,0.393,0.617,1.01,*H3/57D
JeffSamardzija,,samarje01,56,2,0,0,-9,0,-0.774,2019,34,SFG,NL,29,50,1,6,2,0,0,1,0,0,30,0,6,0,0,0,0,0.12,0.12,0.16,0.28,*1
AnibalSanchez,,sanchan01,56,2,-0.4,0,-11,-0.4,-0.931,2019,35,WSN,NL,27,52,1,6,0,0,0,1,0,0,24,0,4,0,3,0,0,0.115,0.115,0.115,0.231,*1
ZachDavies,,davieza02,55,6,-0.1,0,-8,-0.1,-0.691,2019,26,MIL,NL,34,52,3,8,2,0,0,3,1,0,25,0,2,0,1,0,0,0.154,0.17,0.192,0.362,*1/H
MichaelPerez,,perezmi03,55,8,0.2,0.2,-1,0.3,0.048,2019,26,TBR,AL,22,46,6,10,5,0,0,2,8,0,19,1,0,0,0,0,0,0.217,0.345,0.326,0.672,*2/3H
IsaacGalloway,,gallois01,54,7,-0.5,-0.2,-8,-0.7,-0.71,2019,29,MIA,NL,19,54,6,9,1,0,0,1,0,0,17,0,0,0,0,2,0,0.167,0.167,0.185,0.352,*8/H79
JoeyLucchesi,,lucchjo01,54,1,-0.3,0,-11,-0.4,-0.979,2019,26,SDP,NL,28,48,0,3,0,0,0,1,1,0,36,0,5,0,0,0,0,0.063,0.082,0.063,0.144,*1
ChadWallach,,wallach01,54,6,0.2,0.1,-1,0.2,0.24,2019,27,MIA,NL,19,48,4,12,3,0,1,3,6,0,12,0,0,0,0,0,0,0.25,0.333,0.375,0.708,*2/H
KyleGarlick,,garliky01,53,11,0.2,-0.1,1,0.2,-0.29,2019,27,LAD,NL,30,48,8,12,4,0,3,6,5,1,19,0,0,0,0,0,0,0.25,0.321,0.521,0.842,*H7/9
ErikKratz,,kratzer01,53,3,-0.5,0.1,-7,-0.5,-0.671,2019,39,TOT,ML,21,49,1,5,2,0,1,3,2,0,14,2,0,0,0,0,0,0.102,0.17,0.204,0.374,*2/H
JonLester,,lestejo01,53,11,0.5,0,-4,0.4,-0.229,2019,35,CHC,NL,28,48,6,9,2,0,1,6,5,0,20,0,0,0,1,0,0,0.188,0.264,0.292,0.556,*1/H
MichaelLorenzen,,lorenmi01,53,11,0.3,0,-3,0.4,0.105,2019,27,CIN,NL,100,48,6,10,2,0,1,6,5,0,17,0,0,0,1,5,2,0.208,0.283,0.313,0.596,*1H8/79
ZachEflin,,eflinza01,52,5,0.1,0,-8,0.1,-0.842,2019,25,PHI,NL,31,50,3,8,1,0,0,2,0,0,27,0,2,0,0,0,0,0.16,0.16,0.18,0.34,*1
BreyvicValera,,valerbr01,52,12,0.1,0.1,-1,0.1,0.153,2019,27,TOT,AL,17,47,7,11,2,1,1,6,4,0,7,1,0,0,1,0,0,0.234,0.308,0.383,0.691,*4/6H5
JakeArrieta,,arrieja01,50,6,0.1,0,-7,0.1,-0.607,2019,33,PHI,NL,23,45,2,7,1,0,0,4,1,0,19,0,4,0,1,0,0,0.156,0.174,0.178,0.352,*1
AlexBlandino,,blandal01,50,8,0.2,-0.1,1,0.1,0.105,2019,26,CIN,NL,23,36,6,9,1,0,1,3,10,0,14,2,0,2,1,0,0,0.25,0.42,0.361,0.781,*H4/53D
StevenBrault,,braulst01,50,9,0.7,0,0,0.7,-0.133,2019,27,PIT,NL,33,42,8,14,1,0,1,2,1,0,8,0,7,0,1,0,0,0.333,0.349,0.429,0.777,*1H
KevinKramer,,krameke01,50,10,-0.4,-0.2,-4,-0.5,-0.237,2019,25,PIT,NL,22,42,5,7,1,0,0,5,6,0,17,0,0,2,0,0,1,0.167,0.26,0.19,0.45,/H794
MiguelAndujar,,andujmi01,49,2,-0.8,-0.4,-9,-1.2,-1.035,2019,24,NYY,AL,12,47,1,6,0,0,0,1,1,0,11,0,0,1,4,0,0,0.128,0.143,0.128,0.271,/*D5
BobbyBradley,,bradlbo01,49,7,-0.2,-0.2,-3,-0.3,-0.013,2019,23,CLE,AL,15,45,4,8,5,0,1,4,4,0,20,0,0,0,2,0,0,0.178,0.245,0.356,0.6,/*D3H
DrewButera,,buterdr01,49,9,-0.5,0.2,-6,-0.4,-0.616,2019,35,COL,NL,16,43,6,7,3,0,0,3,4,0,14,0,1,1,2,0,0,0.163,0.229,0.233,0.462,*2/3H
JakeElmore,,elmorja01,49,7,-0.4,-0.1,-5,-0.5,-0.213,2019,32,PIT,NL,20,47,3,10,1,0,0,4,2,0,8,0,0,0,0,0,1,0.213,0.245,0.234,0.479,/H7594
AJReed,,reedaj01,49,4,-0.6,-0.2,-6,-0.6,-0.86,2019,26,CHW,AL,14,44,1,6,0,0,1,4,4,0,21,0,0,1,1,0,0,0.136,0.204,0.205,0.409,/*D3H1
CalebSmith,,smithca03,49,5,0.3,0,-4,0.3,-0.268,2019,27,MIA,NL,27,43,2,10,2,0,0,3,0,0,15,1,5,0,2,0,0,0.233,0.25,0.279,0.529,*1/H
BrandonWoodruff,,woodrbr01,49,5,0.4,0,-2,0.4,-0.318,2019,26,MIL,NL,25,45,1,12,4,0,0,4,1,0,20,0,3,0,0,0,0,0.267,0.283,0.356,0.638,*1/H
AlenHanson,,hansoal01,48,9,-0.5,0,-6,-0.5,-0.407,2019,26,TOR,AL,18,43,5,7,0,0,0,4,3,1,17,1,0,1,0,1,0,0.163,0.229,0.163,0.392,/4H93D7
EricLauer,,lauerer01,48,1,-0.2,0,-7,-0.2,-0.745,2019,24,SDP,NL,29,40,1,4,2,0,0,0,1,0,23,0,6,0,0,0,0,0.1,0.122,0.15,0.272,*1
JordanLyles,,lylesjo01,48,7,-0.1,0,-9,-0.1,-0.631,2019,28,TOT,NL,26,45,3,4,0,0,0,4,1,0,28,1,1,0,1,0,0,0.089,0.128,0.089,0.217,*1
BrianO'Grady,,ogradbr01,48,5,0.1,-0.2,-1,0,0.078,2019,27,CIN,NL,28,42,4,8,2,1,2,3,4,0,17,2,0,0,0,0,0,0.19,0.292,0.429,0.72,H8/73D
EricStamets,,stameer01,48,6,-0.6,0,-9,-0.7,-0.47,2019,27,CLE,AL,15,41,4,2,1,0,0,2,5,0,24,0,1,1,2,0,0,0.049,0.149,0.073,0.222,*6
TaylorWard,,wardta01,48,5,-0.1,-0.6,-2,-0.7,-0.387,2019,25,LAA,AL,20,42,4,8,3,0,1,2,6,0,23,0,0,0,1,0,0,0.19,0.292,0.333,0.625,/7H5D
JaylinDavis,,davisja03,47,4,-0.3,-0.2,-4,-0.4,0.038,2019,24,SFG,NL,17,42,2,7,0,0,1,3,3,0,11,2,0,0,1,1,2,0.167,0.255,0.238,0.493,*9/HD
PeterO'Brien,,obriepe01,47,5,-0.3,-0.5,-4,-0.7,-0.554,2019,28,MIA,NL,14,42,2,7,1,0,1,4,4,0,19,1,0,0,2,1,0,0.167,0.255,0.262,0.517,*9/73H
DustinPeterson,,peterdu01,47,9,-0.2,-0.4,-3,-0.6,-0.358,2019,24,DET,AL,17,44,3,10,4,0,0,6,2,0,14,1,0,0,1,1,0,0.227,0.277,0.318,0.595,/*7H98D3
BobbyWilson,,wilsobo02,47,4,-0.7,0.1,-9,-0.7,-0.753,2019,36,DET,AL,15,44,2,4,1,0,0,2,2,0,11,0,1,0,1,0,0,0.091,0.13,0.114,0.244,*2
PeterBourjos,,bourjpe01,46,6,-0.8,0.4,-9,-0.4,-1.188,2019,32,LAA,AL,26,44,4,4,1,0,0,2,1,0,15,0,0,1,1,2,0,0.091,0.109,0.114,0.222,78/HD45
AramisGarcia,,garciar01,46,8,-0.3,0,-4,-0.3,-0.36,2019,26,SFG,NL,18,42,5,6,1,0,2,5,4,1,21,0,0,0,1,0,0,0.143,0.217,0.31,0.527,*2/3H
ColeHamels,,hamelco01,46,5,0,0,-7,-0.1,-0.595,2019,35,CHC,NL,24,42,1,6,1,0,0,4,1,0,15,1,1,1,2,0,0,0.143,0.178,0.167,0.344,*1
MichaelHermosillo,,hermomi01,46,10,-0.1,0.1,-3,0,-0.16,2019,24,LAA,AL,18,36,7,5,1,1,0,3,5,0,19,4,0,1,1,2,0,0.139,0.304,0.222,0.527,*7/89H
ChrisPaddack,,paddach01,46,5,-0.2,0,-8,-0.2,-0.688,2019,23,SDP,NL,25,42,3,5,0,0,0,2,0,0,19,0,4,0,0,0,0,0.119,0.119,0.119,0.238,*1
AntonioSenzatela,,senzaan01,46,5,-0.6,0,-12,-0.6,-0.683,2019,24,COL,NL,24,40,2,1,0,0,0,3,1,0,24,0,5,0,0,0,0,0.025,0.049,0.025,0.074,*1
JasonVargas,,vargaja01,45,0,-0.4,0,-9,-0.4,-0.808,2019,36,TOT,NL,27,40,0,3,0,0,0,0,0,0,22,0,5,0,1,0,0,0.075,0.075,0.075,0.15,*1
ChaseAnderson,,anderch01,44,2,-0.1,0,-8,-0.1,-0.485,2019,31,MIL,NL,31,40,1,4,1,0,0,1,2,0,24,0,2,0,0,0,0,0.1,0.143,0.125,0.268,*1/H
LaneThomas,,thomala02,44,14,0.5,0.1,4,0.6,0.569,2019,23,STL,NL,34,38,6,12,0,1,4,12,4,0,8,2,0,0,1,1,1,0.316,0.409,0.684,1.093,*8*H/97
TrevorWilliams,,willitr01,44,6,0.1,0,-5,0.1,-0.364,2019,27,PIT,NL,23,36,2,6,0,0,0,4,2,0,17,0,6,0,0,0,0,0.167,0.211,0.167,0.377,*1
TylerBeede,,beedety01,43,3,-0.1,0,-7,-0.1,-0.612,2019,26,SFG,NL,25,38,2,4,0,0,0,1,3,0,23,0,2,0,0,0,0,0.105,0.171,0.105,0.276,*1/H
SocratesBrito,,britoso01,43,7,-0.6,-0.1,-7,-0.7,-0.554,2019,26,TOR,AL,17,39,5,3,0,1,0,2,4,0,17,0,0,0,2,0,0,0.077,0.163,0.128,0.291,*9/8H7
CarterKieboom,,kieboca01,43,4,-0.3,-0.6,-5,-1,-0.649,2019,21,WSN,NL,11,39,4,5,0,0,2,2,4,1,16,0,0,0,0,0,0,0.128,0.209,0.282,0.491,*6/H
DomNunez,,nunezdo01,43,6,-0.1,0.1,-3,-0.2,-0.241,2019,24,COL,NL,16,39,4,7,3,0,2,4,3,0,17,0,0,1,0,0,0,0.179,0.233,0.41,0.643,*2/H
RangelRavelo,,ravelra01,43,9,-0.2,-0.1,-2,-0.2,-0.084,2019,27,STL,NL,29,39,4,8,2,0,2,7,3,0,12,0,0,1,1,0,0,0.205,0.256,0.41,0.666,*H/3
MagneurisSierra,,sierrma01,42,6,0.2,0.1,1,0.2,-0.365,2019,23,MIA,NL,15,40,5,14,1,1,0,1,2,0,7,0,0,0,0,3,3,0.35,0.381,0.425,0.806,/*89H
ChrisArcher,,archech01,41,0.1,0,0.1,-0.541,3,-6,2019,30,PIT,NL,22,35,1,4,0,0,0,2,3,0,19,0,3,0,0,0,0,0.114,0.184,0.114,0.298,*1
GregBird,,birdgr01,41,-0.3,-0.2,-0.1,-0.194,6,-3,2019,26,NYY,AL,10,35,6,6,0,0,1,1,6,0,16,0,0,0,1,0,0,0.171,0.293,0.257,0.55,*3
JakeFraley,,fraleja01,41,-0.9,-0.4,-0.4,-0.798,4,-6,2019,24,SEA,AL,12,40,3,6,2,0,0,1,0,0,14,1,0,0,0,0,0,0.15,0.171,0.2,0.371,*8/H9
CalebJoseph,,josepca01,41,0,0.2,-0.1,-0.14,8,-4,2019,33,ARI,NL,20,38,5,8,2,0,0,3,1,0,10,1,1,0,0,0,0,0.211,0.25,0.263,0.513,*2/H1
DallasKeuchel,,keuchda01,41,-0.1,0,-0.1,-0.663,2,-7,2019,31,ATL,NL,19,38,0,5,1,0,0,2,1,0,28,0,2,0,0,0,0,0.132,0.154,0.158,0.312,*1
TylerMahle,,mahlety01,41,-0.2,0,-0.2,-0.773,4,-7,2019,24,CIN,NL,24,34,4,3,1,0,0,0,1,0,19,0,6,0,0,0,0,0.088,0.114,0.118,0.232,*1/H
JasonMartin,,martija03,40,-0.3,-0.4,0,0.751,7,-1,2019,23,PIT,NL,20,36,5,9,2,0,0,2,4,0,10,0,0,0,0,2,0,0.25,0.325,0.306,0.631,*7/H8
DannyMendick,,mendida01,40,0.5,0.2,0.3,-0.254,8,0,2019,25,CHW,AL,16,39,6,12,0,0,2,4,1,0,11,0,0,0,1,0,0,0.308,0.325,0.462,0.787,/H6D45
MarkZagunis,,zagunma01,40,-0.2,-0.3,0,-0.154,7,-1,2019,26,CHC,NL,30,36,2,9,3,0,0,5,4,0,16,0,0,0,1,0,0,0.25,0.325,0.333,0.658,*H/97
GarrettStubbs,,stubbga01,39,0.1,0.1,0.1,-0.536,10,-2,2019,26,HOU,AL,19,35,8,7,3,0,0,2,4,0,7,0,0,0,1,1,0,0.2,0.282,0.286,0.568,*2/H79
MichaelWacha,,wachami01,39,0,0,0,-0.475,6,-6,2019,27,STL,NL,28,36,3,6,1,0,0,3,0,0,21,0,3,0,0,0,0,0.167,0.167,0.194,0.361,*1
AbrahamAlmonte,,almonab01,38,0.6,0.2,0.4,0.066,14,3,2019,30,ARI,NL,17,31,11,9,3,1,1,4,7,0,8,0,0,0,1,0,0,0.29,0.421,0.548,0.969,/*9H8
MikeFoltynewicz,,foltymi01,38,-0.4,0,-0.4,-0.789,2,-9,2019,27,ATL,NL,19,35,1,2,0,0,0,1,0,0,19,0,3,0,1,0,0,0.057,0.057,0.057,0.114,*1
LoganMorrison,,morrilo01,38,-0.1,-0.1,-0.1,-0.339,6,-2,2019,31,PHI,NL,29,35,5,7,1,0,2,3,3,0,10,0,0,0,1,0,0,0.2,0.263,0.4,0.663,*H/3D
AndrewStevenson,,stevean01,37,0.2,0,0.2,-0.002,4,3,2019,25,WSN,NL,30,30,4,11,1,1,0,0,6,0,11,1,0,0,1,0,1,0.367,0.486,0.467,0.953,*H/7
PabloLopez,,lopezpa01,36,0,0,0.1,-0.858,4,-5,2019,23,MIA,NL,21,35,1,6,2,0,0,3,0,0,19,0,1,0,0,0,0,0.171,0.171,0.229,0.4,*1/H
VinceVelasquez,,velasvi01,36,0.6,0.2,0.4,-0.327,4,-2,2019,27,PHI,NL,33,30,2,7,0,0,1,3,2,0,9,0,4,0,1,0,0,0.233,0.281,0.333,0.615,*1/H7
MaxMoroff,,morofma01,35,-0.4,-0.1,-0.2,0.054,6,-4,2019,26,CLE,AL,20,32,3,4,1,0,1,4,2,0,16,0,1,0,0,1,0,0.125,0.176,0.25,0.426,*6/4H5
PeterLambert,,lambepe01,34,0.4,0,0.4,-0.189,5,-1,2019,22,COL,NL,21,28,3,9,0,0,0,2,3,0,10,0,3,0,1,0,0,0.321,0.387,0.321,0.709,*1/H
TrevorRichards,,richatr01,34,-0.1,0,0,-0.576,2,-6,2019,26,TOT,ML,22,30,2,3,0,0,0,0,2,0,18,0,2,0,0,0,0,0.1,0.156,0.1,0.256,*1/H
TannerRoark,,roarkta01,34,0,0,0.1,-0.33,3,-5,2019,32,TOT,ML,19,33,2,5,1,0,1,2,0,0,13,0,1,0,0,0,0,0.152,0.152,0.273,0.424,*1
MasonWilliams,,willima10,34,-0.1,-0.1,0,-0.321,6,-1,2019,27,BAL,AL,11,30,4,8,1,0,0,2,3,0,6,0,0,1,0,1,0,0.267,0.324,0.3,0.624,/*8H7D9
SethMejias-Brean,,mejiase01,33,0.4,0.3,0.1,0.084,6,0,2019,28,SDP,NL,14,30,3,7,2,0,2,5,3,0,9,0,0,0,1,0,0,0.233,0.303,0.5,0.803,/*H365
AdrianSanchez,,sanchad01,32,-0.1,0,-0.1,-0.117,4,-4,2019,28,WSN,NL,28,31,3,7,0,0,0,1,1,0,10,0,0,0,0,0,0,0.226,0.25,0.226,0.476,*H/54637
KyleFreeland,,freelky01,31,-0.1,0,-0.1,-0.498,1,-5,2019,26,COL,NL,19,23,1,2,0,0,0,0,3,0,15,0,5,0,1,0,0,0.087,0.192,0.087,0.279,*1
BeauTaylor,,taylobe11,31,0,-0.1,0.2,-0.016,3,0,2019,29,TOT,AL,11,25,3,4,0,0,2,2,4,0,7,1,0,0,0,0,0,0.16,0.3,0.4,0.7,*2/H
MarkTrumbo,,trumbma01,31,-0.3,0,-0.3,-0.318,4,-3,2019,33,BAL,AL,12,29,1,5,3,0,0,3,2,0,5,0,0,0,2,0,0,0.172,0.226,0.276,0.502,/*DH
AnthonyAlford,,alforan01,30,-0.2,-0.1,-0.1,0.342,3,-3,2019,24,TOR,AL,16,28,3,5,0,0,1,1,1,0,11,1,0,0,0,2,0,0.179,0.233,0.286,0.519,/*H798D
DomingoLeyba,,leybado01,30,0.2,0,0.2,0.239,11,1,2019,23,ARI,NL,21,25,6,7,2,1,0,5,4,0,9,0,0,1,0,0,0,0.28,0.367,0.44,0.807,*H/465
CalQuantrill,,quantca01,30,0,0,0,-0.554,2,-5,2019,24,SDP,NL,21,25,1,2,0,0,0,1,1,0,6,0,4,0,0,0,1,0.08,0.115,0.08,0.195,*1
DereckRodriguez,,rodride01,29,0,0,0,-0.367,1,-5,2019,27,SFG,NL,27,29,1,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0.172,0.172,0.172,0.345,*1/H
ShaunAnderson,,andersh01,28,-0.1,0,-0.1,-0.53,0,-5,2019,24,SFG,NL,25,25,0,2,1,0,0,0,0,0,19,1,2,0,0,0,0,0.08,0.115,0.12,0.235,*1
GioGonzalez,,gonzagi01,28,-0.2,0,-0.2,-0.613,1,-6,2019,33,MIL,NL,18,25,1,1,0,0,0,0,1,0,17,0,2,0,0,0,0,0.04,0.077,0.04,0.117,*1
PatrickWisdom,,wisdopa01,28,-0.3,0,-0.3,-0.225,2,-4,2019,27,TEX,AL,9,26,1,4,1,0,0,1,1,0,15,0,1,0,0,0,0,0.154,0.185,0.192,0.377,/*35H
KevinGausman,,gausmke01,27,-0.3,0,-0.3,-0.525,1,-7,2019,28,TOT,NL,30,27,1,1,0,0,0,0,0,0,18,0,0,0,1,0,0,0.037,0.037,0.037,0.074,*1
AdrianHouser,,housead01,27,-0.1,0,-0.1,-0.439,0,-5,2019,26,MIL,NL,32,22,0,1,1,0,0,0,2,0,17,0,3,0,0,0,0,0.045,0.125,0.091,0.216,*1
ErickMejia,,mejiaer01,27,0,0,0,-0.175,7,-1,2019,24,KCR,AL,9,22,3,5,1,0,0,4,4,0,7,0,0,1,1,0,0,0.227,0.333,0.273,0.606,/*8H64
NickPivetta,,pivetni01,27,-0.1,0,-0.1,-0.505,1,-6,2019,26,PHI,NL,29,25,1,2,0,0,0,0,1,0,19,0,1,0,0,0,0,0.08,0.115,0.08,0.195,*1
MattStrahm,,strahma01,27,0.4,0,0.4,0.065,2,0,2019,27,SDP,NL,45,21,1,6,2,0,0,1,2,0,12,0,4,0,0,0,0,0.286,0.348,0.381,0.729,*1/H
KalebCowart,,cowarka01,26,-0.1,0.1,-0.2,-0.277,2,-3,2019,27,LAA,AL,9,25,1,4,3,0,0,1,1,0,7,0,0,0,2,1,0,0.16,0.192,0.28,0.472,/*54H
RajaiDavis,,davisra01,26,-0.1,-0.1,-0.1,-0.168,11,-1,2019,38,NYM,NL,29,25,4,5,2,0,1,8,1,0,5,0,0,0,0,0,1,0.2,0.231,0.4,0.631,*H7/9
MikeGerber,,gerbemi01,26,-0.5,-0.1,-0.5,-0.727,0,-5,2019,26,SFG,NL,12,24,0,1,1,0,0,0,2,0,15,0,0,0,0,0,0,0.042,0.115,0.083,0.199,/H79
RyanLaMarre,,lamarry01,26,0,-0.1,0.1,-0.132,4,0,2019,30,MIN,AL,14,23,3,5,0,0,2,3,3,0,5,0,0,0,0,1,1,0.217,0.308,0.478,0.786,*8/H9D
JordanYamamoto,,yamamjo01,26,-0.2,0,-0.2,-0.526,1,-5,2019,23,MIA,NL,16,21,0,1,0,0,0,1,1,0,9,0,4,0,1,0,0,0.048,0.091,0.048,0.139,*1/H
JhoulysChacin,,chacijh01,25,0,0,0.1,-0.406,2,-4,2019,31,TOT,ML,18,24,2,3,0,0,1,1,1,0,10,0,0,0,0,0,0,0.125,0.16,0.25,0.41,*1
TaylorClarke,,clarkta01,25,0.3,0,0.3,-0.2,3,-2,2019,26,ARI,NL,21,24,2,6,0,0,1,2,0,0,10,0,1,0,0,0,0,0.25,0.25,0.375,0.625,*1
RyanCourt,,courtry01,25,-0.2,-0.1,-0.1,-0.265,5,-1,2019,31,SEA,AL,12,24,1,5,1,0,1,5,1,0,11,0,0,0,0,0,0,0.208,0.24,0.375,0.615,/*37H9
MikieMahtook,,mahtomi01,25,-0.4,0.1,-0.5,-0.579,0,-6,2019,29,DET,AL,9,23,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0.08,0,0.08,/*8HD7
MarcusStroman,,stromma01,25,-0.2,0,-0.2,-0.403,2,-6,2019,28,TOT,ML,12,23,2,1,0,0,0,0,0,0,13,0,2,0,1,0,0,0.043,0.043,0.043,0.087,*1
AlexYoung,,youngal01,25,-0.3,0,-0.2,-0.314,1,-7,2019,25,ARI,NL,16,25,1,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0.04,0.04,0.04,0.08,*1
CristhianAdames,,adamecr01,24,0.2,0.1,0.1,-0.252,3,0,2019,27,SFG,NL,10,22,1,7,1,0,0,2,2,0,8,0,0,0,0,0,0,0.318,0.375,0.364,0.739,/*H45
DarioAgrazal,,agrazda01,24,-0.1,0,0,-0.372,2,-5,2019,24,PIT,NL,14,22,0,2,0,0,0,2,0,0,9,0,1,1,0,0,0,0.091,0.087,0.091,0.178,*1
